"Florence, Italy, Biblioteca Nazionale Centrale, MS Magliabechi XIX.164-167",Quando el suave mio fido conforto,0,Voice,Sebastiano,Festa,0,Secular,Renaissance,Madrigal,21,Francesco,Petrarca,1,https://drive.google.com/open?id=1doqY4G-LhtzJdpz9SIpSC6RZ9Aksh0EM,https://drive.google.com/open?id=1hDNd1-p21TOmWNx_KKZwK3T1GAODPTri,,,https://drive.google.com/open?id=1OwEzSdWvry4dEUxnk8R5CHNx5Gm_I7HB,https://drive.google.com/open?id=1YIZ25qX29HDHcErHk48ajRWnKQgpcK4O,https://drive.google.com/open?id=1E5WqZb73w2NowcQx3ygem-jwkwt8pAY_,https://drive.google.com/open?id=1JXRpqO9QabUhUSCg1ssE20oIA_WhSl-A
"Florence, Italy, Biblioteca Nazionale Centrale, MS Magliabechi XIX.164-167",Ben mi credea passar mio tempo homai,0,Voice,Sebastiano,Festa,1,Secular,Renaissance,Madrigal,22,Francesco,Petrarca,1,https://drive.google.com/drive/folders/1rIHucVvG3jrrePMAbGSXIRYqBcGGIZ97,https://drive.google.com/open?id=1vdOEDOLGcZKbdrLSMIrYrbrmGHd6Os0P,,,https://drive.google.com/open?id=1b9q6MpL-psdLypXCcidIGfrKsLePfnvW,https://drive.google.com/open?id=1IVNxNpedmgcyJGVGF_OWAZOciILzEoqH,https://drive.google.com/open?id=1EUFbfjjKEqlGZtqcWEeVrOUwiyvWGR0l,https://drive.google.com/open?id=1_4AORJ-CU7ny4twJJsTulhh1Bup0J6Zl
"Florence, Italy, Biblioteca Nazionale Centrale, MS Magliabechi XIX.164-167",Amor se vuoi ch'io torni al giogho anticho,0,Voice,Sebastiano,Festa,1,Secular,Renaissance,Madrigal,23,Francesco,Petrarca,1,https://drive.google.com/drive/folders/1rPc1OAE476qAv0XXb6qgqJeFCbxlg7t2,https://drive.google.com/open?id=1tRYbQbDafULnJuM6BEUpt81KRzly-ibE,,,https://drive.google.com/open?id=16k3UgVahspa2XkywV3V7IdPIg3y04qbD,https://drive.google.com/open?id=1LQBK4-tv8_waBksT1-RTV5KYVkgmlL28,https://drive.google.com/open?id=1xMlmlqsb5pO-hhj5U4e3gYze2nYSjK9G,https://drive.google.com/open?id=16iMCwKOIS0FH2r6oZiQ20BeKOROMESAu
"Florence, Italy, Biblioteca Nazionale Centrale, MS Magliabechi XIX.164-167",Perch'ai viso d'amor portava insegnia,0,Voice,Sebastiano,Festa,1,Secular,Renaissance,Madrigal,24,Francesco,Petrarca,1,https://drive.google.com/drive/folders/1s0FtNuvF4gitJRbEGqzlxauh_vQu81QZ,https://drive.google.com/open?id=1VSeC8y4zR9ScfirMK1XCEvOQFBmaxtRn,,,https://drive.google.com/open?id=1GSaDMlUPLidPG4mLC-zqbawsl0ZW3Tnm,https://drive.google.com/open?id=1RkTJEa7_RtZaJ3a2qpPWsqNaG1Qmq68J,https://drive.google.com/open?id=1cPMMUiSGThBgAvHutK23T5lhSwBBHSMF,https://drive.google.com/open?id=10EmXgglwdwtxLxSdfCmgJtie0vtpOLTe
"Florence, Italy, Biblioteca Nazionale Centrale, MS Magliabechi XIX.164-167",Ο passi sparsi ο pensier vaghi et pronti,0,Voice,Sebastiano,Festa,1,Secular,Renaissance,Madrigal,25,Francesco,Petrarca,1,https://drive.google.com/drive/folders/19IvJsD0jjdrLX2kRUxR4ov3vnNO7dEUz,https://drive.google.com/open?id=1MjhCJbzTij7N45ZkhKetfns9O4Dm6ibZ,,,https://drive.google.com/open?id=1NLR4kHRM1VGZlf2A9KF-TDdcvfB7PrbF,https://drive.google.com/open?id=1h1cEDVl0AZb3IwsAhxvcTe4FQWVuW9y4,https://drive.google.com/open?id=1DcNwQG8mC5QGaJFzcebxC5yJMNSb61jV,https://drive.google.com/open?id=1JvljoAdd7jo4wEDpx4SgAQ7XoDemgW8p
"Florence, Italy, Biblioteca Nazionale Centrale, MS Magliabechi XIX.164-167",Amor quando fioriva mia speme,0,Voice,Sebastiano,Festa,0,Secular,Renaissance,Madrigal,26,Francesco,Petrarca,1,https://drive.google.com/drive/folders/1uuEkxu5HdqaJ4brNnMlveaMKVmEyH80m,,,,https://drive.google.com/open?id=1nq_Fu2EieSNOOp32Z8DbOOS5Y0ViSH7J,https://drive.google.com/open?id=1moY3Xh11l0FLzbMkXYErQq_lK3L_2heW,https://drive.google.com/open?id=1DcNwQG8mC5QGaJFzcebxC5yJMNSb61jV,https://drive.google.com/open?id=1XYvuzCmBjh8DCEzvFlgGEzcx9K5Yc_go
"Florence, Italy, Biblioteca Nazionale Centrale, MS Magliabechi XIX.164-167","Quanta mai leggiadria, quanta beliate",0,Voice,Bartolomeo,Tromboncino,1,Secular,Renaissance,Frottola,27,Anonymous,,0,https://drive.google.com/open?id=1yOh_hdtS6ZcKdNa88Brm9KE4-3BnL8Ni,https://drive.google.com/open?id=1IuDnT1rV96PgJEjJn-uhGum0ZyK6SfAc,,,https://drive.google.com/open?id=1uLwddFmWYBS2iSlDINTaDVY_ru6wDYxB,https://drive.google.com/open?id=1q8B-6TN45nxggSchBD213--pnLVd9JCj,https://drive.google.com/open?id=1CtYQgxdSHJ1ThLdTgWJZQv3yvCOmyqS0,https://drive.google.com/open?id=1A7BIbAJdYUF-ZLEcUxG-haspDib-xCNC
"Florence, Italy, Biblioteca Nazionale Centrale, MS Magliabechi XIX.164-167",Fralle infelice vivo più felice,0,Voice,Anonymous,,,Secular,Renaissance,Frottola,28,,,,,,,,https://drive.google.com/open?id=1mk0aH0VdzVxmriE28WUjx2aSCPveWiA0,https://drive.google.com/open?id=1SCpBmJ0X2r2408TjtWTVhHrwlhKrvJvI,https://drive.google.com/open?id=1w31dXVu3AlYgaj8VhC7dc6fhPxU8HKXe,https://drive.google.com/open?id=1IhT4MWqRbkJR_g3uUnfFdokX7NPEJHGl
"Florence, Italy, Biblioteca Nazionale Centrale, MS Magliabechi XIX.164-167",S'il dixi mai ch'i vengha in odio a quella,0,Voice,Anonymous,,,Secular,Renaissance,Frottola,29,Francesco,Petrarca,1,https://drive.google.com/drive/folders/1tB6sA9pfwJ83lWvdzQTq1Gn-KZKL2Rkx,,,,https://drive.google.com/open?id=164Hv1sqY_mVbl30_ryaGN-17scHJO_x4,https://drive.google.com/open?id=1UstIQzdP1J2EWXwB5dkZmuwjsSlpE5Lv,https://drive.google.com/open?id=1F_li4oAlUREmad8-gR_rq_iLCDg5BwQY,https://drive.google.com/open?id=14qP39N2V_2lSmvZgPWvTYQwXGnjW8tkO
"Florence, Italy, Biblioteca Nazionale Centrale, MS Magliabechi XIX.164-167",Quel foco ch'io pensai che fussi spento,0,Voice,Anonymous,,,Secular,Renaissance,Frottola,30,Francesco,Petrarca,1,https://drive.google.com/drive/folders/1uDolx4lalKd1HMJ4SwMOUzj-rQTGyGh2,,,,https://drive.google.com/open?id=1gH3pJvCQdoZDx7mohfOwI4sfBuhW9nny,https://drive.google.com/open?id=10IIbFjVZSjuszbNEPZayNfCTItXmTBnO,https://drive.google.com/open?id=1UB6bd0luLappoxjQsT0kBewk2QpaEiLV,https://drive.google.com/open?id=1RYv_jou3IwO4O9ABqutETaRc1NIq6-EL
"Florence, Italy, Biblioteca Nazionale Centrale, MS Magliabechi XIX.164-167",So ben che lei non sa quanto chi l'amo,0,Voice,Michele,Pesenti,1,Secular,Renaissance,Villotta,31,,,,https://drive.google.com/open?id=1DEr1v_aXjBS9FzfUZ-K-9l14scr5swH-,https://drive.google.com/open?id=11-h9zd-CveDMDYmWrkL6Ys6jroNEwgIB,,,https://drive.google.com/open?id=1E9RR1pQCd_KVrVkK5aV4YJHK3AmtjzS6,https://drive.google.com/open?id=1SjbqXskChK5zx5dP1rxtq8vHA-7FnguI,https://drive.google.com/open?id=1WnsEp800XfpfFhDt4KGm2dy6vv0lwR9W,https://drive.google.com/open?id=1kV9-MsP6iDvzofOqy2tS5IqxSfplZSDq
